case,gamma,lam,kl_beta,score,t,kl_tok,reward,value,adv,ret
1,1,1,0.20000000000000001,-0.96766865325250362,13,0.29144383096759191,-0.058288766193518388,1.4754020878903682,-2.4962721847089187,-1.0208700968185505
1,1,1,0.20000000000000001,-0.96766865325250362,14,-0.0322816020192042,0.0064563204038408407,1.7346308304639519,-2.6972121610889843,-0.96258133062503237
1,1,1,0.20000000000000001,-0.96766865325250362,15,-0.16391145991978065,0.03278229198395613,0.35740558449687976,-1.3264432355257529,-0.96903765102887318
1,1,1,0.20000000000000001,-0.96766865325250362,16,-0.15523408122182616,0.031046816244365234,1.2237970856888039,-2.2256170287016332,-1.0018199430128294
1,1,1,0.20000000000000001,-0.96766865325250362,17,-0.1159176979426662,0.023183539588533239,1.7419561705337325,-2.7748229297909273,-1.0328667592571947
1,1,1,0.20000000000000001,-0.96766865325250362,18,0.20948380081302634,-0.041896760162605268,1.2516024485253165,-2.3076527473710442,-1.0560502988457277
1,1,1,0.20000000000000001,-0.96766865325250362,19,0.17157246522684408,-0.034314493045368814,-1.3361749260812457,0.32202138739812303,-1.0141535386831226
1,1,1,0.20000000000000001,-0.96766865325250362,20,-0.19509962197082312,0.039019924394164629,0.62766893508174881,-1.6075079807195027,-0.97983904563775392
1,1,1,0.20000000000000001,-0.96766865325250362,21,0.21824856729628353,-0.043649713459256709,1.0149205525534404,-2.033779522585359,-1.0188589700319186
1,1,1,0.20000000000000001,-0.96766865325250362,22,0.088292014016298007,-0.017658402803259601,-0.49346580799563533,-0.48174344857702645,-0.97520925657266178
1,1,1,0.20000000000000001,-0.96766865325250362,23,-0.050588997415507396,-0.95755085376940219,-0.89662977398917887,-0.060921079780223319,-0.95755085376940219
2,1,0,0.01,2.4389197597057954,0,-0.075453135065066027,0.00075453135065066033,-0.40702279120279616,1.5194518068011944,1.1124290155983982
2,1,0,0.01,2.4389197597057954,1,0.19045607903395581,-0.0019045607903395581,1.1116744842477475,-1.9185400158347434,-0.80686553158699592
2,1,0,0.01,2.4389197597057954,2,0.11350689247866956,-0.0011350689247866957,-0.80496097079665629,2.6714645330476552,1.8665035622509989
2,1,0,0.01,2.4389197597057954,3,-0.0015519858521205743,1.5519858521205744e-05,1.8676386311757853,-1.9583044834304266,-0.090665852254641299
2,1,0,0.01,2.4389197597057954,4,0.092527371837335767,-0.00092527371837335766,-0.090681372113162517,0.33497362529497865,0.24429225318181613
2,1,0,0.01,2.4389197597057954,5,-0.25153894204991878,0.0025153894204991878,0.2452175269001895,-0.99665068059023643,-0.75143315369004693
2,1,0,0.01,2.4389197597057954,6,-0.20814733853142539,0.0020814733853142539,-0.75394854311054615,2.0093338765702073,1.2553853334596612
2,1,0,0.01,2.4389197597057954,7,0.18260237819649619,-0.0018260237819649619,1.2533038600743471,-0.70341051032865276,0.54989334974569437
2,1,0,0.01,2.4389197597057954,8,-0.22815865309478467,0.0022815865309478468,0.55171937352765932,-1.3791152206373409,-0.82739584710968161
2,1,0,0.01,2.4389197597057954,9,0.064182449029871483,-0.00064182449029871486,-0.8296774336406294,1.99063827398162,1.1609608403409906
2,1,0,0.01,2.4389197597057954,10,-0.2537689911731289,0.0025376899117312891,1.1616026648312894,-2.1044343492951532,-0.94283168446386378
2,1,0,0.01,2.4389197597057954,11,0.25289958231824772,-0.0025289958231824771,-0.94536937437559532,0.4606815910693029,-0.48468778330629242
2,1,0,0.01,2.4389197597057954,12,0.21512493694298518,-0.0021512493694298518,-0.48215878748310992,-0.2175488196456502,-0.69970760712876012
2,1,0,0.01,2.4389197597057954,13,-0.25059827613299901,0.0025059827613299903,-0.69755635775933023,-0.27638553687355161,-0.97394189463288183
2,1,0,0.01,2.4389197597057954,14,-0.16827985651367169,0.001682798565136717,-0.97644787739421179,1.4565363365138742,0.48008845911966236
2,1,0,0.01,2.4389197597057954,15,0.089039827518977058,2.4380293614306057,0.47840566055452571,1.95962370087608,2.4380293614306057
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,0,0.14411462869841721,-0,-0.97695827888392639,0.97068879210007064,-0.0062694867838557489
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,1,0.014848665180034804,-0,-1.8875817068578935,1.9802619914996904,0.092680284641796895
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,2,0.23055595972627199,-0,0.8632781913653278,-0.81017025498126261,0.053107936384065191
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,3,0.12281291164408575,-0,-0.562267326977544,0.64832811280365121,0.086060785826107211
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,4,0.048115551638013461,-0,0.039916809890748528,0.049487659791883187,0.089404469682631715
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,5,0.24055539651149008,-0,1.6575749311051893,-1.6497551431275979,0.0078197879775914192
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,6,0.1885846300604003,-0,0.33909962959421858,-0.3486324777466081,-0.0095328481523895281
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,7,-0.2464439912822983,0,1.5619761867706359,-1.6543213961247412,-0.092345209354105284
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,8,0.074910572994029229,-0,0.99911240959280878,-1.1498846303572419,-0.15077222076443308
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,9,-0.075316982632951945,0,0.56983338136430417,-0.76013531984592686,-0.19030193848162269
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,10,-0.19299693458381803,0,1.65482967336591,-1.9442672143688182,-0.28943754100290819
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,11,-0.055046721309181222,0,0.52021321197167136,-0.85534143631564385,-0.33512822434397249
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,12,-0.10370512827717715,0,-1.0082726297795483,0.705009759848783,-0.30326286993076534
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,13,0.11662317924439602,-0,0.023611486980570362,-0.34730275602501848,-0.32369126904444812
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,14,0.10050128769319679,-0,-0.81127255212493177,0.50980176242342834,-0.30147078970150343
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,15,-0.15392344967965468,0,-1.375361204185098,1.1272055315701688,-0.24815567261492921
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,16,0.29022294403961729,-0,1.8826528962859732,-2.2455949387964305,-0.36294204251045725
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,17,0.2930991123437412,-0,1.2154214886537993,-1.6652943288439328,-0.44987284019013352
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,18,0.17766153061730552,-0,1.5029426551266933,-2.0603785951786922,-0.55743594005199881
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,19,-0.097552586683026812,0,1.4775318213473057,-2.1479983446951953,-0.6704665233478897
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,20,0.024479285315151866,-0,1.9987814974458229,-2.8168635893878302,-0.81808209194200732
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,21,-0.24288834255818895,0,-1.5434158000266156,0.75481079222152259,-0.78860500780509302
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,22,-0.29708262128198187,0,0.59264820264956031,-1.4623357027412627,-0.86968750009170237
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,23,0.28592087777845293,-0,-0.91933970977925528,0.043018407857267627,-0.87632130192198765
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,24,0.096871428065032086,-0,-1.2305812504142293,0.36358759807347096,-0.86699365234075831
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,25,0.29337130709540371,-0,-0.39661316685083658,-0.50435578645234458,-0.90096895330318116
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,26,-0.039157343325815108,0,-1.5243679974010513,0.64662983957879816,-0.87773815782225317
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,27,-0.12750772969757521,0,-1.8051457826918988,0.96688587670678006,-0.83825990598511879
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,28,0.24469550301104881,-0,0.58316928816082081,-1.5051541746563863,-0.92198488649556554
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,29,-0.13827209608805574,0,0.61035277494824003,-1.6227901474687116,-1.0124373725204716
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,30,-0.16386742531172055,0,-0.96920639008755716,-0.056271181641456558,-1.0254775717290137
3,0.98999999999999999,0.94999999999999996,0,-1.0570578524469709,31,-0.19583321154197936,-1.0570578524469709,-0.63261942429570883,-0.42443842815126209,-1.0570578524469709
4,0.90000000000000002,0.5,0.20000000000000001,-1.2715066209489323,0,-0.23970641033578211,0.047941282067156421,-0.46287975710033979,0.85733984343744474,0.39446008633710494
4,0.90000000000000002,0.5,0.20000000000000001,-1.2715066209489323,1,-0.011995042899767116,0.0023990085799534232,1.344911251141391,-1.9197807150162296,-0.57486946387483862
4,0.90000000000000002,0.5,0.20000000000000001,-1.2715066209489323,2,0.0057387011008861013,-0.0011477402201772204,-1.5325202373659743,1.7822216470546339,0.24970140968865961
4,0.90000000000000002,0.5,0.20000000000000001,-1.2715066209489323,3,0.22272319564261084,-0.044544639128522169,1.1867544685234006,-1.8160663816938305,-0.62931191317042989
4,0.90000000000000002,0.5,0.20000000000000001,-1.2715066209489323,4,0.043153490360349052,-0.0086306980720698111,0.096370662296493936,-1.4922241557972276,-1.3958534935007336
4,0.90000000000000002,0.5,0.20000000000000001,-1.2715066209489323,5,0.24628512837132324,-0.049257025674264654,-1.9023611172424575,0.72200491131010669,-1.1803562059323509
4,0.90000000000000002,0.5,0.20000000000000001,-1.2715066209489323,6,0.24383172991710694,-0.048766345983421389,-1.894692482061028,1.2758312302151982,-0.61886125184582985
4,0.90000000000000002,0.5,0.20000000000000001,-1.2715066209489323,7,-0.26905705743896607,-1.2176952094611391,-0.049182359121990427,-1.1685128503391486,-1.2176952094611391
5,1,0.94999999999999996,0.050000000000000003,-3.6957412708339845,0,0.17008966052977345,-3.7042457538604734,1.1839573848497915,-4.8882031387102653,-3.7042457538604738
6,1,0.94999999999999996,2,1.1335994818013406,0,-0.24597559388115575,0.4919511877623115,0.017702551820188983,0.12039061876455892,0.1380931705847479
6,1,0.94999999999999996,2,1.1335994818013406,1,0.28180102385613109,-0.56360204771226219,0.80137265555330384,-1.2160322870851237,-0.41465963153181984
6,1,0.94999999999999996,2,1.1335994818013406,2,-0.015950561784269946,0.031901123568539892,-1.0307423524530401,1.2417734406668235,0.21103108821378336
6,1,0.94999999999999996,2,1.1335994818013406,3,-0.10139586422756904,0.20279172845513807,-1.6236602886686549,1.8976739508567353,0.27401366218808043
6,1,0.94999999999999996,2,1.1335994818013406,4,0.019999007297730409,-0.039998014595460818,-1.1045426021112705,1.2376468798360136,0.13310427772474309
6,1,0.94999999999999996,2,1.1335994818013406,5,0.23622228567341097,-0.47244457134682194,-0.054648117872778901,0.23973727388735028,0.18508915601457138
6,1,0.94999999999999996,2,1.1335994818013406,6,-0.062992078182906419,0.12598415636581284,0.92445303724612682,-0.28096769461550897,0.64348534263061785
6,1,0.94999999999999996,2,1.1335994818013406,7,0.1600875435104559,-0.3201750870209118,1.1789418957246038,-0.69625337837873569,0.48268851734586815
6,1,0.94999999999999996,2,1.1335994818013406,8,-0.039901807304042358,0.079803614608084716,1.1849697918174273,-0.40221703942173415,0.7827527523956932
6,1,0.94999999999999996,2,1.1335994818013406,9,0.052730693916821655,-0.10546138783364331,1.3494520921581414,-0.68052942565319263,0.6689226665049488
6,1,0.94999999999999996,2,1.1335994818013406,10,0.054075086995519259,-0.10815017399103852,-0.50402710759719405,1.3456959599324068,0.84166885233521271
6,1,0.94999999999999996,2,1.1335994818013406,11,0.018822041105218835,1.095955399590903,-1.8267720657021345,2.9227274652930375,1.095955399590903
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,0,0.064805592200168988,-0.0032402796100084496,-0.48272137495850309,0.43315736149989814,-0.04956401345860495
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,1,0.095180211075121021,-0.0047590105537560516,-1.4634593822289776,1.4429599100334578,-0.020499472195519841
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,2,-0.1847327366788647,0.0092366368339432351,-0.11280029719824336,0.085599340962858594,-0.027200956235384766
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,3,0.20570159515629385,-0.010285079757814694,-0.9758144610725612,0.95046239466726867,-0.025352066405292528
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,4,0.10014095991272447,-0.0050070479956362234,-0.080307151046852265,0.05281387131778581,-0.027493279729066455
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,5,-0.26913237268514584,0.013456618634257293,-1.9576288218024702,2.0133224824585367,0.055693660656066513
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,6,0.0029425001989687337,-0.0001471250099484367,1.4685341021945071,-1.4569052822640933,0.011628819930413758
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,7,-0.16145795008136168,0.0080728975040680849,1.3866495503244449,-1.4348396425723378,-0.048190092247892835
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,8,0.020733039477954039,-0.001036651973897702,1.9239981116793823,-2.143709569666636,-0.21971145798725367
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,9,0.0045291940997684186,-0.00022645970498842095,0.29967707287290768,-0.77581756305223126,-0.47614049017932358
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,10,0.026781567114691263,-0.0013390783557345632,-1.6708895792787994,0.75690686140013619,-0.91398271787866325
7,0.5,0.94999999999999996,0.050000000000000003,-1.8422166708789589,11,-0.055676403251507224,-1.8394328507163835,-1.5565214173058601,-0.28291143341052338,-1.8394328507163835
